duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
0,1,0,40,0,40,-1,40,-1,40,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,40,40,40,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,40,40,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,1026304,-1,0,1,20,benign
1499,2,0,80,0,40,-1,40,-1,40,0,1,0,1499,0,1499,-1,1499,-1,1499,0,0,0,0,0,0,0,40,0,1334.222815,0,1334.222815,53368.91261,40,40,40,1,1499,1499,1499,0,1,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,4194240,-1,0,2,20,benign
184001,3,4,984,375,40,40,884,235,328,93.75,481.6134342,94.63570503,96000,97984,2124,13,93876,97172,48000,32661.33333,64878.46138,55869.2584,1,1,0,0,60,80,16.30425922,21.73901229,38.0432715,7385.829425,40,884,194.1428571,312.207158,13,87189,30666.83333,43416.66002,1,2,0,2,6,0,0,0,0.381097561,194.1428571,328,60,0,0,0,8955.916667,93,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,829440,3,3,20,benign
113611,1,1,64,106,64,106,64,106,64,106,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,8.801964599,8.801964599,17.6039292,1496.333982,64,106,85,29.68164416,113611,113611,113611,0,0,0,0,0,0,0,0,0,1.65625,85,64,20,0,0,0,0,106,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
0,1,0,83,0,83,-1,83,-1,83,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,0,20,0,0,0,0,0,83,83,83,0,-1,-1,0,0,0,0,0,1,1,0,0,0,0,83,83,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
59361306,10,12,1849,6578,52,52,730,1390,184.9,548.1666667,250.8403432,594.9692633,315250,59327602,3,9,100502,59053661,35027.77778,5393418.364,34101.22723,1.78E+07,3,6,0,0,200,240,0.168459906,0.202151887,0.370611792,141.9611624,52,1390,383.0454545,496.6534652,3,59046040,2826728.857,1.29E+07,1,2,0,9,21,0,0,0,3.557598702,383.0454545,184.9,200,0,0,0,353988.4242,548,4356,5,3312547,10,1849,12,6578,59361290,5.94E+07,59361290,0,59046040,5.90E+07,59046040,0,2,4194240,926720,11,10,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5120,-1,0,1,32,benign
33312,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.0192123,30.0192123,60.03842459,14559.31796,71,414,242.5,242.5355644,33312,33312,33312,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
207005,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,207005,0,2,-1,168753,-1,69001.66667,0,88478.66269,0,1,0,0,0,80,0,19.32320475,0,19.32320475,1154.561484,52,83,59.75,15.48924358,2,168753,69001.66667,88478.66269,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,1154,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,104320,-1,0,4,32,benign
635336,2,2,116,116,52,52,64,64,58,58,8.426149773,8.426149773,1125,635336,1125,635336,1125,635336,1125,635336,0,0,1,1,0,0,40,40,3.147940617,3.147940617,6.295881235,365.1611116,52,64,58,6.904105059,1125,319863,211778.6667,182452.2657,0,0,0,2,4,0,0,0,1,58,58,40,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,151680,2,2,32,benign
59941101,4,3,1125,1386,52,52,591,667,281.25,462,272.7524824,355.0697115,59938135,59939159,4,16776,59898766,59922383,2.00E+07,3.00E+07,3.46E+07,4.24E+07,2,2,0,0,80,60,0.066732174,0.050049131,0.116781305,41.89112242,52,667,358.7142857,297.5842818,4,59898766,9990183.5,2.45E+07,0,0,0,4,7,0,0,0,1.232,358.7142857,281.25,80,0,0,0,126074.5,462,0,0,0,4,1125,3,1386,59901732,5.99E+07,59901732,0,59898766,5.99E+07,59898766,0,2,124800,9728,2,4,32,benign
29520629,2,0,80,0,40,-1,40,-1,40,0,1,0,29520629,0,29520629,-1,29520629,-1,2.95E+07,0,0,0,0,0,0,0,40,0,0.067749234,0,0.067749234,2.709969357,40,40,40,1,29520629,29520629,2.95E+07,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,29520629,2.95E+07,29520629,0,29520629,2.95E+07,29520629,0,3,127616,-1,0,2,20,benign
325,2,0,104,0,52,-1,52,-1,52,0,1,0,325,0,325,-1,325,-1,325,0,0,0,0,0,0,0,40,0,6153.846154,0,6153.846154,320000,52,52,52,1,325,325,325,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5120,-1,0,2,32,benign
59619137,10,11,1849,6497,52,52,730,1390,184.9,590.6363636,250.8403432,604.9543409,334875,59585518,2,8,105747,59328008,37208.33333,5958551.8,40997.54571,1.88E+07,3,5,0,0,200,220,0.167731378,0.184504516,0.352235894,139.988608,52,1390,397.4285714,504.3952886,2,59284248,2980956.85,1.33E+07,1,2,0,8,20,0,0,0,3.513791239,397.4285714,184.9,200,0,0,0,365969.7545,590,4356,5,3136069,10,1849,11,6497,59619123,5.96E+07,59619123,0,59284248,5.93E+07,59284248,0,2,4194240,926720,10,10,32,benign
573,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1745.200698,1745.200698,3490.401396,846422.3386,71,414,242.5,242.5355644,573,573,573,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
72252,3,0,187,0,52,-1,83,-1,62.33333333,0,17.88388474,0,72252,0,3,-1,72249,-1,36126,0,51085.6365,0,1,0,0,0,60,0,41.52134197,0,41.52134197,2588.163649,52,83,62.33333333,17.88388474,3,72249,36126,51085.6365,1,0,0,1,3,0,0,0,0,62.33333333,62.33333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
7370377,2,0,80,0,40,-1,40,-1,40,0,1,0,7370377,0,7370377,-1,7370377,-1,7370377,0,0,0,0,0,0,0,40,0,0.27135654,0,0.27135654,10.85426159,40,40,40,1,7370377,7370377,7370377,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,7370377,7370377,7370377,0,7370377,7370377,7370377,0,3,127616,-1,0,2,20,benign
1839126,2,0,80,0,40,-1,40,-1,40,0,1,0,1839126,0,1839126,-1,1839126,-1,1839126,0,0,0,0,0,0,0,40,0,1.087473071,0,1.087473071,43.49892286,40,40,40,1,1839126,1839126,1839126,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,2,80,0,0,1839126,1839126,1839126,0,1839126,1839126,1839126,0,3,127616,-1,0,2,20,benign
